title,link,price,seller,condition,site_code,pagina,lote,index,preco,condicao,vendedor_nome,vendedor_avaliacao,total_avaliacoes,avaliacao_media,estrelas_5,estrelas_4,estrelas_3,estrelas_2,estrelas_1,porcentagem_5_estrelas,porcentagem_4_estrelas,porcentagem_3_estrelas,porcentagem_2_estrelas,porcentagem_1_estrela,ratio_5_to_1
"Garrafa Termica Conserva Quente Frio Fitness Academia 1,2l Cor Verde",https://www.mercadolivre.com.br/garrafa-termica-conserva-quente-frio-fitness-academia-12l-cor-verde/p/MLB28995092?searchVariation=MLB28995092#polycard_client=search-nordic&searchVariation=MLB28995092&wid=MLB3716641899&position=23&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search,"em 12x R$5,28",Vendedor não especificado,Não especificado,MLB,1,1,38,"R$ 53,90",Novo  |  +1000 vendidos,Vendido porCELLPHONE ACESSORIOS,MercadoLíder Gold,682.0,4.8,604,43,10,3,22,88.56,6.3,1.47,0.44,3.23,27.454545454545453
"Garrafa Térmica Vidro Lúmina 1,8l Para Café Ou Chá Termolar Cor Cinza",https://www.mercadolivre.com.br/garrafa-termica-vidro-lumina-18l-para-cafe-ou-cha-termolar-cor-cinza/p/MLB25205455?searchVariation=MLB25205455#polycard_client=search-nordic&searchVariation=MLB25205455&wid=MLB4036806675&position=24&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search,"em 12x R$10,67",Vendedor não especificado,Não especificado,MLB,1,1,39,"R$ 108,81",Novo  |  +1000 vendidos,Vendido porDistribuidora Galante,MercadoLíder Platinum,5.0,4.6,5,0,0,0,0,82.07,6.74,3.08,1.66,6.44,inf
Garrafa Térmica 1200ml Bebidas Quentes E Frias Adequado para utilização diária em casa Cor Cinza-escuro,https://www.mercadolivre.com.br/garrafa-termica-1200ml-bebidas-quentes-e-frias-adequado-para-utilizaco-diaria-em-casa-cor-cinza-escuro/p/MLB37800829?searchVariation=MLB37800829#polycard_client=search-nordic&searchVariation=MLB37800829&wid=MLB4024338535&position=25&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search,"em 12x R$5,88",Vendedor não especificado,Não especificado,MLB,1,1,40,"R$ 59,99",Novo  |  +1000 vendidos,Vendido porHJE202406,MercadoLíder Platinum,961.0,4.8,864,52,13,7,25,89.91,5.41,1.35,0.73,2.6,34.56
Garrafa De Mesa Termica Lumina Termolar 500ml Inox,https://www.mercadolivre.com.br/garrafa-de-mesa-termica-lumina-termolar-500ml-inox/p/MLB20536321?searchVariation=MLB20536321#polycard_client=search-nordic&searchVariation=MLB20536321&wid=MLB4623258106&position=26&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search,"em 12x R$7,44",Vendedor não especificado,Não especificado,MLB,1,1,41,"R$ 75,90",Novo  |  +5mil vendidos,Vendido porDistribuidora Galante,MercadoLíder Platinum,5.0,4.6,5,0,0,0,0,82.07,6.74,3.08,1.66,6.44,inf
Termo Soprano Exclusiva 1L preto y inoxidável,https://www.mercadolivre.com.br/termo-soprano-exclusiva-1l-preto-y-inoxidavel/p/MLB10249092?searchVariation=MLB10249092#polycard_client=search-nordic&searchVariation=MLB10249092&wid=MLB3943351223&position=27&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search,em 5x R$33 sem juros,Vendedor não especificado,Não especificado,MLB,1,1,42,R$ 165,Novo  |  +1000 vendidos,Loja oficialJaú Pesca,MercadoLíder Platinum,882.0,4.7,766,51,18,7,40,86.85,5.78,2.04,0.79,4.54,19.15
Garrafa Térmica Inox Termômetro Visor Led Tampa Vácuo 500ml Cor Preto,https://www.mercadolivre.com.br/garrafa-termica-inox-termmetro-visor-led-tampa-vacuo-500ml-cor-preto/p/MLB21472812?searchVariation=MLB21472812#polycard_client=search-nordic&searchVariation=MLB21472812&wid=MLB3992299903&position=28&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search,Preço não encontrado,Vendedor não especificado,Não especificado,MLB,1,1,43,"R$ 17,11",Novo  |  +5mil vendidos,Vendido porFORCEFULL,Avaliação não disponível,351.0,4.5,258,50,14,10,19,73.5,14.25,3.99,2.85,5.41,13.578947368421053
Garrafa Térmica Esportiva - 800ml,https://produto.mercadolivre.com.br/MLB-5344417974-garrafa-termica-esportiva-800ml-_JM?searchVariation=183311465860#polycard_client=search-nordic&searchVariation=183311465860&position=49&search_layout=grid&type=item&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91,Preço não encontrado,Vendedor não especificado,Não especificado,MLB,1,1,44,R$ 50,Novo  |  1 vendido,GUNDIMCAROL,3Vendas concluídas,,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
12 Garrafa Térmica Xícara Personalizada Empresa Nome Logo,https://produto.mercadolivre.com.br/MLB-5368262802-12-garrafa-termica-xicara-personalizada-empresa-nome-logo-_JM?searchVariation=183479259770#polycard_client=search-nordic&searchVariation=183479259770&position=50&search_layout=grid&type=item&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91,"em 12x R$45,17",Vendedor não especificado,Não especificado,MLB,1,1,45,"R$ 467,88",Novo  |  2 vendidos,Coconut Ice,+10milVendas concluídas,,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Garrafa Térmica Termolar Magic Pump 1 Litro,https://www.mercadolivre.com.br/garrafa-termica-termolar-magic-pump-1-litro/p/MLB26587016?searchVariation=MLB26587016#polycard_client=search-nordic&searchVariation=MLB26587016&wid=MLB3937706834&position=29&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search,"em 12x R$4,89",Vendedor não especificado,Não especificado,MLB,1,1,46,"R$ 49,90",Novo  |  +1000 vendidos,Vendido porCordeiro Home,MercadoLíder Platinum,67.0,4.7,58,4,1,0,4,86.57,5.97,1.49,0.0,5.97,14.5
Invicta Garrafa térmica Airpot Inox Slim de vidro 1.8L Cor Prateado,https://www.mercadolivre.com.br/invicta-garrafa-termica-airpot-inox-slim-de-vidro-18l-cor-prateado/p/MLB10217010?searchVariation=MLB10217010#polycard_client=search-nordic&searchVariation=MLB10217010&wid=MLB3889262983&position=30&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search,"em 12x R$7,70",Vendedor não especificado,Não especificado,MLB,1,1,47,"R$ 78,56",Novo  |  +10mil vendidos,Loja oficialRei Dos Térmicos,MercadoLíder Platinum,5.0,4.5,5,0,0,0,0,81.01,7.05,3.46,1.67,6.8,inf
Cokunst Premium Academia 500ml,https://www.mercadolivre.com.br/cokunst-premium-academia-500ml/p/MLB26880334?searchVariation=MLB26880334#polycard_client=search-nordic&searchVariation=MLB26880334&wid=MLB4148965090&position=31&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search,Preço não encontrado,Vendedor não especificado,Não especificado,MLB,1,1,48,"R$ 48,90",Novo  |  +5mil vendidos,Vendido porDOMEDOME20230630165016,MercadoLíder Gold,1.0,4.7,1,0,0,0,0,81.3,10.42,3.85,1.64,2.78,inf
Garrafa Térmica Gocase Fresh Inox Parede Dupla Isolada 650ml,https://www.mercadolivre.com.br/garrafa-termica-gocase-fresh-inox-parede-dupla-isolada-650ml/p/MLB28835029?searchVariation=MLB28835029#polycard_client=search-nordic&searchVariation=MLB28835029&wid=MLB3541305305&position=32&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search,em 4x R$36 sem juros,Vendedor não especificado,Não especificado,MLB,1,1,49,"R$ 143,99",Novo  |  +1000 vendidos,Loja oficialAzbuy,MercadoLíder Platinum,1.0,4.8,1,0,0,0,0,91.07,4.69,1.71,0.76,1.77,inf
Garrafa Térmica Resistente Mor 1 Litro Para Café Chá Cor Preto,https://www.mercadolivre.com.br/garrafa-termica-resistente-mor-1-litro-para-cafe-cha-cor-preto/p/MLB24436513?searchVariation=MLB24436513#polycard_client=search-nordic&searchVariation=MLB24436513&wid=MLB3818591227&position=3&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search,"em 12x R$3,36",Vendedor não especificado,Não especificado,MLB,1,1,50,"R$ 34,31",Novo  |  +1000 vendidos,Vendido porCLICKPEOPLE,MercadoLíder Platinum,334.0,4.6,276,21,11,3,23,82.63,6.29,3.29,0.9,6.89,12.0
