id,titulo,preco,preco_original,desconto,vendedor,reputacao_vendedor,condicao,frete_gratis,link,imagem_url,localizacao,vendas,media_avaliacoes,total_avaliacoes,entrega,marca,data_coleta,nome_produto_detalhado,condicao_produto_detalhada,descricao_produto,preco_detalhado,desconto_detalhado,frete_gratis_detalhado,tempo_entrega,nome_loja,vendas_loja,vendas_produto,devolucao_gratis,compra_garantida,tempo_garantia,caracteristicas_principais,fotos_produto,avaliacao,outros_dados,timestamp_extracao_detalhada,tem_dados_detalhados,total_reviews,rating_medio,rating_5_estrelas,rating_4_estrelas,rating_3_estrelas,rating_2_estrelas,rating_1_estrela,tem_reviews,reviews_com_texto,reviews_com_imagens,cobertura_texto_reviews,tamanho_medio_review,avaliacoes_positivas,avaliacoes_negativas,avaliacoes_neutras,metodo_coleta_reviews,qualidade_extracao_detalhada,metodo_extracao_detalhada,score_qualidade_detalhes,tamanho_resposta_bytes,status_resposta_http
MLB37079884,Kit Cartucho Hp 664 Preto E Color Para 4535 4675 3835 1115 2135 3635 2675 3775 3785 3787 3789,"R$ 140,55",N/A,,N/A,,,False,https://www.mercadolivre.com.br/kit-cartucho-hp-664-preto-e-color-para-4535-4675-3835-1115-2135-3635-2675-3775-3785-3787-3789/p/MLB37079884#polycard_client=search-nordic&search_layout=grid&position=31&type=product&tracking_id=f1ae03eb-34c4-4194-b697-0dbb81cd2d4c&wid=MLB5055574808&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_825568-MLU77727211494_072024-E.webp,,,4.9,87,Frete grátis,N/A,2025-09-26T22:20:28.072486,Kit Cartucho Hp 664 Preto E Color Para 4535 4675 3835 1115 2135 3635 2675 3775 3785 3787 3789,Novo,Unidades por embalagem: 1. | Conteúdo total em volume: 2 mL. | Unidades por kit: 2. | Formato de venda: Kit. | Cartucho do tipo original. | É recarregável. | Tinta pigmentada. | Rende 220 páginas.,BRL 140.55,Sem desconto,Sim,Consultar no site,TC20240813115050,,1000,Sim,Sim,30 dias,,"https://http2.mlstatic.com/D_NQ_NP_825568-MLU77727211494_072024-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Rating: 4.9, Count: 87, Reviews: 87",seller_id: 1942736273; reputation_level: 5_green; power_seller_status: platinum; shipping_mode: me2; review_rate: 5; brand: HP; sku: MLB37079884; product_id: MLB37079884,2025-09-26T22:19:31.100683,True,87,4.9,0,0,0,0,0,True,14,0,0,0,0,0,0,extracao_detalhada,excelente,spider_scrapy,100.0,638056,200
MLB36783881,Cartucho De Tinta Hp 664 Negro y 664 Tricolor 2 Unidades,"R$ 143,90",N/A,,N/A,,,True,https://www.mercadolivre.com.br/cartucho-de-tinta-hp-664-negro-y-664-tricolor-2-unidades/p/MLB36783881#polycard_client=search-nordic&search_layout=grid&position=32&type=product&tracking_id=f1ae03eb-34c4-4194-b697-0dbb81cd2d4c&wid=MLB3688322801&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_908936-MLU77298479529_062024-E.webp,,,4.7,539,Chegará grátis amanhã sábado,N/A,2025-09-26T22:20:28.072486,Cartucho De Tinta Hp 664 Negro y 664 Tricolor 2 Unidades,Novo,Unidades por embalagem: 2. | Conteúdo total em volume: 4 mL. | Cor da tinta: Preto/Tricolor. | Unidades por kit: 2. | Formato de venda: Kit. | Cartucho do tipo original. | É recarregável. | Rende 240 páginas.,BRL 143.9,Sem desconto,Sim,Consultar no site,OBERO INFORMATICA,,1000,Sim,Sim,30 dias,,"https://http2.mlstatic.com/D_NQ_NP_908936-MLU77298479529_062024-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Rating: 4.7, Count: 539, Reviews: 539",seller_id: 676710281; reputation_level: 5_green; power_seller_status: platinum; shipping_mode: me2; review_rate: 4; brand: HP; sku: MLB36783881; product_id: MLB36783881,2025-09-26T22:19:34.708229,True,539,4.7,0,0,0,0,0,True,116,11,0,0,0,0,0,extracao_detalhada,excelente,spider_scrapy,100.0,663964,200
N/A,Kit Cartucho Original Hp 664 Preto + Color Deskjet 2676 3636,"R$ 164,99",N/A,,N/A,,,True,https://www.mercadolivre.com.br/kit-cartucho-original-hp-664-preto--color-deskjet-2676-3636/up/MLBU1974201120#polycard_client=search-nordic&search_layout=grid&position=33&type=product&tracking_id=f1ae03eb-34c4-4194-b697-0dbb81cd2d4c&wid=MLB3197711071&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_857954-MLA53738063803_022023-E.webp,,,4.6,111,Chegará grátis amanhã sábado,N/A,2025-09-26T22:20:28.072486,Kit Cartucho Original Hp 664 Preto + Color Deskjet 2676 3636,Novo,"Unidades por embalagem: 2 | Conteúdo total em volume: 4 mL | Cor da tinta: COLORIDO, PRETO | Unidades por kit: 2 | Formato de venda: Kit | Cartucho do tipo original. | Rende 100 páginas | Tinta pigmentada.",BRL 164.99,Sem desconto,Sim,Consultar no site,CASAPRINT SPEED,,500,Sim,Sim,30 dias,,"https://http2.mlstatic.com/D_NQ_NP_857954-MLA53738063803_022023-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Rating: 4.6, Count: 111, Reviews: 111",seller_id: 567521007; reputation_level: 5_green; power_seller_status: platinum; shipping_mode: me2; review_rate: 4; brand: HP; sku: MLBU1974201120; product_id: MLBU1974201120,2025-09-26T22:19:38.054011,True,111,4.6,0,0,0,0,0,True,14,0,0,0,0,0,0,extracao_detalhada,excelente,spider_scrapy,100.0,605559,200
N/A,Cartucho Tinta Original Hp 664 Preto F6v29ab 2136 2676 3776,"R$ 64,90",N/A,,Park Ecom,,,True,https://www.mercadolivre.com.br/cartucho-tinta-original-hp-664-preto-f6v29ab-2136-2676-3776/up/MLBU760727256#polycard_client=search-nordic&search_layout=grid&position=34&type=product&tracking_id=f1ae03eb-34c4-4194-b697-0dbb81cd2d4c&wid=MLB3295841919&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_729044-MLB89012497235_072025-E.webp,,,4.7,118,Frete grátis,N/A,2025-09-26T22:20:28.072486,Cartucho Tinta Original Hp 664 Preto F6v29ab 2136 2676 3776,Novo,Unidades por embalagem: 1 | Conteúdo total em volume: 2 mL | Cor da tinta: Preto | Unidades por kit: 1 | Formato de venda: Unidade | Cartucho do tipo original. | Rende 100 páginas | Tinta preto.,BRL 64.9,Sem desconto,Não,Consultar no site,Park Ecom,,1000,Sim,Sim,30 dias,,"https://http2.mlstatic.com/D_NQ_NP_729044-MLB89012497235_072025-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Rating: 4.7, Count: 118, Reviews: 118",seller_id: 1301646661; reputation_level: 5_green; power_seller_status: platinum; shipping_mode: me2; review_rate: 4; brand: HP; sku: MLBU760727256; product_id: MLBU760727256,2025-09-26T22:19:40.745878,True,118,4.7,0,0,0,0,0,True,18,5,0,0,0,0,0,extracao_detalhada,excelente,spider_scrapy,100.0,639178,200
N/A,Kit Cartucho Hp 664 Preto E Colorido 2135 2674 2676 Original,R$ 135,R$ 153,,N/A,,,True,https://www.mercadolivre.com.br/kit-cartucho-hp-664-preto-e-colorido-2135-2674-2676-original/up/MLBU1466967316#polycard_client=search-nordic&search_layout=grid&position=35&type=product&tracking_id=f1ae03eb-34c4-4194-b697-0dbb81cd2d4c&wid=MLB3837324252&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_761454-MLB78210653432_082024-E.webp,,,4.6,406,Frete grátis,N/A,2025-09-26T22:20:28.072486,Kit Cartucho Hp 664 Preto E Colorido 2135 2674 2676 Original,Novo,Unidades por embalagem: 2 | Conteúdo total em volume: 2 mL | Cor da tinta: Cores | Unidades por kit: 1 | Formato de venda: Unidade | Cartucho do tipo original. | Rende 200 páginas | Tinta preto.,BRL 135,11.8%,Sim,Consultar no site,vanvan,,1000,Sim,Sim,30 dias,,"https://http2.mlstatic.com/D_NQ_NP_761454-MLB78210653432_082024-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Rating: 4.6, Count: 406, Reviews: 406",seller_id: 1377207124; reputation_level: 5_green; power_seller_status: platinum; shipping_mode: me2; review_rate: 4; brand: HP; sku: MLBU1466967316; product_id: MLBU1466967316,2025-09-26T22:19:43.927175,True,406,4.6,0,0,0,0,0,True,80,5,0,0,0,0,0,extracao_detalhada,excelente,spider_scrapy,100.0,624666,200
N/A,Kit Cartucho Hp 664 Preto + Hp 664 Colorido Original Nf,"R$ 140,99",R$ 154,,N/A,,,True,https://www.mercadolivre.com.br/kit-cartucho-hp-664-preto--hp-664-colorido-original-nf/up/MLBU1455884048#polycard_client=search-nordic&search_layout=grid&position=36&type=product&tracking_id=f1ae03eb-34c4-4194-b697-0dbb81cd2d4c&wid=MLB3670283480&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_617521-MLB76079957563_042024-E.webp,,,4.7,508,Chegará grátis amanhã sábado,N/A,2025-09-26T22:20:28.072486,Kit Cartucho Hp 664 Preto + Hp 664 Colorido Original Nf,Novo,Unidades por embalagem: 2 | Conteúdo total em volume: 2 mL | Cor da tinta: Preto/Tricolor | Unidades por kit: 2 | Formato de venda: Kit | Cartucho do tipo original. | Rende 120 páginas,BRL 140.99,Sem desconto,Sim,Consultar no site,vanvan,,1000,Sim,Sim,30 dias,,"https://http2.mlstatic.com/D_NQ_NP_617521-MLB76079957563_042024-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Rating: 4.7, Count: 508, Reviews: 508",seller_id: 1377207124; reputation_level: 5_green; power_seller_status: platinum; shipping_mode: me2; review_rate: 4; brand: HP; sku: MLBU1455884048; product_id: MLBU1455884048,2025-09-26T22:19:46.123357,True,508,4.7,0,0,0,0,0,True,93,19,0,0,0,0,0,extracao_detalhada,excelente,spider_scrapy,100.0,645877,200
MLB52063715,Cartucho Hp 664xl 664 Xl Preto Hp E,"R$ 128,04",N/A,,Park Ecom,,,False,https://www.mercadolivre.com.br/cartucho-hp-664xl-664-xl-preto-hp-e/p/MLB52063715#polycard_client=search-nordic&search_layout=grid&position=37&type=product&tracking_id=f1ae03eb-34c4-4194-b697-0dbb81cd2d4c&wid=MLB5477851512&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_721363-MLA91971172981_092025-E.webp,,,4.3,52,Frete grátis,N/A,2025-09-26T22:20:28.072486,Cartucho Hp 664xl 664 Xl Preto Hp E,Novo,Unidades por embalagem: 1. | Conteúdo total em volume: 8.5 mL. | Cor da tinta: Preto. | Unidades por kit: 1. | Formato de venda: Unidade. | Cartucho do tipo original. | É recarregável. | Tinta pigmentada. | Rende 300 páginas.,BRL 128.04,Sem desconto,Sim,Consultar no site,Park Ecom,,100,Sim,Sim,30 dias,,https://http2.mlstatic.com/D_NQ_NP_721363-MLA91971172981_092025-O.webp,"Rating: 4.3, Count: 52, Reviews: 52",seller_id: 1301646661; reputation_level: 5_green; power_seller_status: platinum; shipping_mode: me2; review_rate: 4; brand: HP; sku: MLB52063715; product_id: MLB52063715,2025-09-26T22:19:49.143117,True,52,4.3,0,0,0,0,0,True,13,4,0,0,0,0,0,extracao_detalhada,excelente,spider_scrapy,100.0,631936,200
N/A,Cartucho De Tinta Hp 664 Colorido Advantage Original,"R$ 72,90",N/A,,N/A,,,True,https://www.mercadolivre.com.br/cartucho-de-tinta-hp-664-colorido-advantage-original/up/MLBU750309843#polycard_client=search-nordic&search_layout=grid&position=38&type=product&tracking_id=f1ae03eb-34c4-4194-b697-0dbb81cd2d4c&wid=MLB2671474178&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_755253-MLA48974139015_012022-E.webp,,,4.6,36,Frete grátis,N/A,2025-09-26T22:20:28.073483,Cartucho De Tinta Hp 664 Colorido Advantage Original,Novo,Unidades por embalagem: 1 | Conteúdo total em volume: 2 mL | Unidades por kit: 1 | Cartucho do tipo original. | Rende 100 páginas,BRL 72.9,Sem desconto,Não,Consultar no site,OBERO INFORMATICA,,100,Sim,Sim,30 dias,,"https://http2.mlstatic.com/D_NQ_NP_755253-MLA48974139015_012022-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Rating: 4.6, Count: 36, Reviews: 36",seller_id: 676710281; reputation_level: 5_green; power_seller_status: platinum; shipping_mode: me2; review_rate: 4; brand: HP; sku: MLBU750309843; product_id: MLBU750309843,2025-09-26T22:19:51.363570,True,36,4.6,0,0,0,0,0,True,8,0,0,0,0,0,0,extracao_detalhada,excelente,spider_scrapy,100.0,603219,200
N/A,"Kit 2 Cartuchos Hp 664 Preto E Hp 664 Colorido Hp 2676 ,3636","R$ 176,86",R$ 198,,N/A,,,True,https://www.mercadolivre.com.br/kit-2-cartuchos-hp-664-preto-e-hp-664-colorido-hp-2676-3636/up/MLBU1737532805#polycard_client=search-nordic&search_layout=grid&position=39&type=product&tracking_id=f1ae03eb-34c4-4194-b697-0dbb81cd2d4c&wid=MLB2751400102&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_965315-MLB74475004245_022024-E.webp,,,4.8,143,Chegará grátis amanhã sábado,N/A,2025-09-26T22:20:28.073483,"Kit 2 Cartuchos Hp 664 Preto E Hp 664 Colorido Hp 2676 ,3636",Novo,Unidades por embalagem: 1 | Conteúdo total em volume: 2 mL | Cor da tinta: Preto colorido | Unidades por kit: 1 | Formato de venda: Unidade | Cartucho do tipo original. | Rende 100 páginas | Tinta pigmentada.,BRL 176.86,Sem desconto,Sim,Consultar no site,PMM STORE,,500,Sim,Sim,30 dias,,"https://http2.mlstatic.com/D_NQ_NP_965315-MLB74475004245_022024-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Rating: 4.8, Count: 143, Reviews: 143",seller_id: 826595888; reputation_level: 5_green; power_seller_status: platinum; shipping_mode: me2; review_rate: 5; brand: HP; sku: MLBU1737532805; product_id: MLBU1737532805,2025-09-26T22:19:53.953180,True,143,4.8,0,0,0,0,0,True,20,0,0,0,0,0,0,extracao_detalhada,excelente,spider_scrapy,100.0,612790,200
MLB39021524,Cartuchos Hp 664xl Preto E Colorido Hp Lacrados,R$ 248,N/A,,Park Ecom,,,False,https://www.mercadolivre.com.br/cartuchos-hp-664xl-preto-e-colorido-hp-lacrados/p/MLB39021524#polycard_client=search-nordic&search_layout=grid&position=40&type=product&tracking_id=f1ae03eb-34c4-4194-b697-0dbb81cd2d4c&wid=MLB3805850875&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_710799-MLA91572867722_092025-E.webp,,,4.6,118,Frete grátis,N/A,2025-09-26T22:20:28.073483,Cartuchos Hp 664xl Preto E Colorido Hp Lacrados,Novo,Formato de venda: Kit. | Cartucho do tipo original. | É recarregável. | Tinta preta: pigmentada- color: corante. | Rende 480 páginas.,BRL 248,Sem desconto,Sim,Consultar no site,Park Ecom,,1000,Sim,Sim,30 dias,,"https://http2.mlstatic.com/D_NQ_NP_710799-MLA91572867722_092025-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Rating: 4.6, Count: 118, Reviews: 118",seller_id: 1301646661; reputation_level: 5_green; power_seller_status: platinum; shipping_mode: me2; review_rate: 4; brand: HP; sku: MLB39021524; product_id: MLB39021524,2025-09-26T22:19:56.703840,True,118,4.6,0,0,0,0,0,True,27,4,0,0,0,0,0,extracao_detalhada,excelente,spider_scrapy,100.0,656662,200
N/A,Cartucho De Tinta Hp 664 Xl Fvc631 Ab Original Preto-black,"R$ 195,20",N/A,,N/A,,,True,https://www.mercadolivre.com.br/cartucho-de-tinta-hp-664-xl-fvc631-ab-original-pretoblack/up/MLBU1439011953#polycard_client=search-nordic&search_layout=grid&position=41&type=product&tracking_id=f1ae03eb-34c4-4194-b697-0dbb81cd2d4c&wid=MLB3329791893&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_683767-MLA69624040428_052023-E.webp,,,5.0,1,Chegará grátis amanhã sábado,N/A,2025-09-26T22:20:28.073483,Cartucho De Tinta Hp 664 Xl Fvc631 Ab Original Preto-black,Novo,Unidades por embalagem: 1 | Conteúdo total em volume: 2 mL | Cor da tinta: Preto | Unidades por kit: 1 | Formato de venda: Unidade | Cartucho do tipo original. | É recarregável. | Rende  páginas | Tinta à base de água.,BRL 195.2,Sem desconto,Sim,Consultar no site,vanvan,,5,Sim,Sim,30 dias,,"https://http2.mlstatic.com/D_NQ_NP_683767-MLA69624040428_052023-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Rating: 5, Count: 1, Reviews: 1",seller_id: 1377207124; reputation_level: 5_green; power_seller_status: platinum; shipping_mode: me2; review_rate: 5; brand: HP; sku: MLBU1439011953; product_id: MLBU1439011953,2025-09-26T22:20:00.430672,True,1,5.0,0,0,0,0,0,True,0,0,0,0,0,0,0,extracao_detalhada,excelente,spider_scrapy,100.0,563192,200
N/A,Kit Cartucho Hp 664 Preto E Hp 664 Colorido Original Nf,"R$ 144,90",N/A,,Park Ecom,,,True,https://www.mercadolivre.com.br/kit-cartucho-hp-664-preto-e-hp-664-colorido-original-nf/up/MLBU1122690712#polycard_client=search-nordic&search_layout=grid&position=42&type=product&tracking_id=f1ae03eb-34c4-4194-b697-0dbb81cd2d4c&wid=MLB3202467682&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_997241-MLB80534707033_112024-E.webp,,,4.7,105,Chegará grátis amanhã sábado,N/A,2025-09-26T22:20:28.073483,Kit Cartucho Hp 664 Preto E Hp 664 Colorido Original Nf,Novo,Unidades por embalagem: 2 | Conteúdo total em volume: 2 mL | Cor da tinta: Cores | Unidades por kit: 2 | Formato de venda: Kit | Cartucho do tipo original. | Rende 120 páginas | Tinta pigmentada.,BRL 144.9,Sem desconto,Sim,Consultar no site,Park Ecom,,100,Sim,Sim,30 dias,,"https://http2.mlstatic.com/D_NQ_NP_997241-MLB80534707033_112024-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Rating: 4.7, Count: 105, Reviews: 105",seller_id: 1301646661; reputation_level: 5_green; power_seller_status: platinum; shipping_mode: me2; review_rate: 4; brand: HP; sku: MLBU1122690712; product_id: MLBU1122690712,2025-09-26T22:20:03.927759,True,105,4.7,0,0,0,0,0,True,16,2,0,0,0,0,0,extracao_detalhada,excelente,spider_scrapy,100.0,628439,200
MLB55765129,"Cartucho Hp 664 Preto(f6v29ab) Para Deskjet 4535, 4675, 1115, 2135, 3775","R$ 68,90",N/A,,N/A,,,False,https://www.mercadolivre.com.br/cartucho-hp-664-pretof6v29ab-para-deskjet-4535-4675-1115-2135-3775/p/MLB55765129#polycard_client=search-nordic&search_layout=grid&position=43&type=product&tracking_id=f1ae03eb-34c4-4194-b697-0dbb81cd2d4c&wid=MLB4208206463&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_625984-MLA92180738030_092025-E.webp,,,N/A,N/A,Frete grátis,N/A,2025-09-26T22:20:28.073483,"Cartucho Hp 664 Preto(f6v29ab) Para Deskjet 4535, 4675, 1115, 2135, 3775",Novo,Unidades por embalagem: 1. | Conteúdo total em volume: 2 mL. | Cor da tinta: Preto. | Unidades por kit: 1. | Formato de venda: Unidade. | Rende 120 páginas. | Cartucho do tipo original. | Tinta pigmentada.,BRL 68.9,Sem desconto,Não,Consultar no site,SCOTCH,,25,Sim,Sim,30 dias,,"https://http2.mlstatic.com/D_NQ_NP_625984-MLA92180738030_092025-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Rating: 0, Count: 0, Reviews: 0",seller_id: 1850917947; reputation_level: 5_green; power_seller_status: platinum; shipping_mode: me2; brand: HP; sku: MLB55765129; product_id: MLB55765129,2025-09-26T22:20:06.375928,True,0,0.0,0,0,0,0,0,False,0,0,0,0,0,0,0,extracao_detalhada,excelente,spider_scrapy,100.0,561095,200
N/A,Cartucho Hp 664xl Preto Original (f6v31ab),"R$ 179,90",N/A,,Mercado Livre,,,True,https://www.mercadolivre.com.br/cartucho-hp-664xl-preto-original-f6v31ab/up/MLBU3283536628#polycard_client=search-nordic&search_layout=grid&position=44&type=product&tracking_id=f1ae03eb-34c4-4194-b697-0dbb81cd2d4c&wid=MLB5484181890&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_678988-MLA87078827773_072025-E.webp,,,N/A,N/A,Chegará grátis amanhã sábado,N/A,2025-09-26T22:20:28.073483,Cartucho Hp 664xl Preto Original (f6v31ab),Novo,Unidades por embalagem: 1 | Conteúdo total em volume: 8 mL | Cor da tinta: Preto | Unidades por kit: 1 | Formato de venda: Unidade | Cartucho do tipo original. | Rende 330 páginas | Tinta à base de água.,BRL 179.9,Sem desconto,Sim,Consultar no site,Mercado Livre,,N/A,Sim,Sim,30 dias,,"https://http2.mlstatic.com/D_NQ_NP_678988-MLA87078827773_072025-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Rating: 0, Count: 0, Reviews: 0",seller_id: 480263032; reputation_level: 5_green; power_seller_status: platinum; shipping_mode: me2; brand: HP; sku: MLBU3283536628; product_id: MLBU3283536628,2025-09-26T22:20:08.645295,True,0,0.0,0,0,0,0,0,False,0,0,0,0,0,0,0,extracao_detalhada,excelente,spider_scrapy,100.0,555830,200
N/A,Cartucho Original Hp 664 Preto Deskjet 1115 2136 2676 4676,"R$ 76,61",N/A,,N/A,,,True,https://www.mercadolivre.com.br/cartucho-original-hp-664-preto-deskjet-1115-2136-2676-4676/up/MLBU1405308115#polycard_client=search-nordic&search_layout=grid&position=45&type=product&tracking_id=f1ae03eb-34c4-4194-b697-0dbb81cd2d4c&wid=MLB1653211626&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_968467-MLB74796991852_032024-E.webp,,,4.9,50,Frete grátis,N/A,2025-09-26T22:20:28.073483,Cartucho Original Hp 664 Preto Deskjet 1115 2136 2676 4676,Novo,Unidades por embalagem: 1 | Conteúdo total em volume: 2 mL | Cor da tinta: Preto | Unidades por kit: 1 | Formato de venda: Unidade | Cartucho do tipo original. | Rende 100 páginas,BRL 76.61,Sem desconto,Não,Consultar no site,SARAIVA COMERCIO,,500,Sim,Sim,30 dias,,"https://http2.mlstatic.com/D_NQ_NP_968467-MLB74796991852_032024-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Rating: 4.9, Count: 50, Reviews: 50",seller_id: 487094855; reputation_level: 5_green; power_seller_status: platinum; shipping_mode: me2; review_rate: 5; brand: HP; sku: MLBU1405308115; product_id: MLBU1405308115,2025-09-26T22:20:11.056042,True,50,4.9,0,0,0,0,0,True,8,0,0,0,0,0,0,extracao_detalhada,excelente,spider_scrapy,100.0,598878,200
MLB39023549,Kit Cartucho De Tinta Hp 664xl Preto + Colorido,R$ 187,N/A,,Park Ecom,,,False,https://www.mercadolivre.com.br/kit-cartucho-de-tinta-hp-664xl-preto-colorido/p/MLB39023549#polycard_client=search-nordic&search_layout=grid&position=46&type=product&tracking_id=f1ae03eb-34c4-4194-b697-0dbb81cd2d4c&wid=MLB5408566084&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_891014-MLA91566886422_092025-E.webp,,,4.8,88,Frete grátis,N/A,2025-09-26T22:20:28.073483,Kit Cartucho De Tinta Hp 664xl Preto + Colorido,Novo,Unidades por embalagem: 2. | Conteúdo total em volume: 8 mL. | Cor da tinta: Preto colorido. | Unidades por kit: 2. | Formato de venda: Kit. | Rende 330 páginas | Tinta pigmentada. | Cartucho do tinte.,BRL 187,Sem desconto,Sim,Consultar no site,Park Ecom,,500,Sim,Sim,30 dias,,https://http2.mlstatic.com/D_NQ_NP_891014-MLA91566886422_092025-O.webp,"Rating: 4.8, Count: 88, Reviews: 88",seller_id: 1301646661; reputation_level: 5_green; power_seller_status: platinum; shipping_mode: me2; review_rate: 5; brand: HP; sku: MLB39023549; product_id: MLB39023549,2025-09-26T22:20:13.489380,True,88,4.8,0,0,0,0,0,True,24,1,0,0,0,0,0,extracao_detalhada,excelente,spider_scrapy,100.0,641507,200
N/A,Kit 3 Cartuchos Hp 664 Preto + Colorido 2136 2676 3636 3776,"R$ 249,99",N/A,,N/A,,,True,https://www.mercadolivre.com.br/kit-3-cartuchos-hp-664-preto--colorido-2136-2676-3636-3776/up/MLBU1459241799#polycard_client=search-nordic&search_layout=grid&position=47&type=product&tracking_id=f1ae03eb-34c4-4194-b697-0dbb81cd2d4c&wid=MLB3831864908&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_904999-MLB75003489247_032024-E.webp,,,4.7,32,Chegará grátis amanhã sábado,N/A,2025-09-26T22:20:28.073483,Kit 3 Cartuchos Hp 664 Preto + Colorido 2136 2676 3636 3776,Novo,Unidades por embalagem: 1 | Conteúdo total em volume: 2 mL | Cor da tinta: Preto/Tricolor | Unidades por kit: 3 | Formato de venda: Kit | Cartucho do tipo original. | Rende 120 páginas | Tinta pigmentada.,BRL 249.99,Sem desconto,Sim,Consultar no site,SARAIVA COMERCIO,,100,Sim,Sim,30 dias,,"https://http2.mlstatic.com/D_NQ_NP_904999-MLB75003489247_032024-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Rating: 4.7, Count: 32, Reviews: 32",seller_id: 487094855; reputation_level: 5_green; power_seller_status: platinum; shipping_mode: me2; review_rate: 4; brand: HP; sku: MLBU1459241799; product_id: MLBU1459241799,2025-09-26T22:20:16.821531,True,32,4.7,0,0,0,0,0,True,4,0,0,0,0,0,0,extracao_detalhada,excelente,spider_scrapy,100.0,594015,200
N/A,Kit Cartucho Hp 667 Preto + 667 Colorido Original 2376 2776,"R$ 181,89",N/A,,N/A,,,True,https://www.mercadolivre.com.br/kit-cartucho-hp-667-preto--667-colorido-original-2376-2776/up/MLBU1722511938#polycard_client=search-nordic&search_layout=grid&position=48&type=product&tracking_id=f1ae03eb-34c4-4194-b697-0dbb81cd2d4c&wid=MLB2220488064&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_644469-MLB79691582465_102024-E.webp,,,4.9,99,Chegará grátis amanhã sábado,N/A,2025-09-26T22:20:28.073483,Kit Cartucho Hp 667 Preto + 667 Colorido Original 2376 2776,Novo,Unidades por embalagem: 1 | Conteúdo total em volume: 2 mL | Cor da tinta: Preto e Tricolor | Unidades por kit: 1 | Formato de venda: Kit | Cartucho do tipo original. | Rende  páginas | Tinta .,BRL 181.89,Sem desconto,Sim,Consultar no site,SMCORP,,100,Sim,Sim,30 dias,,"https://http2.mlstatic.com/D_NQ_NP_644469-MLB79691582465_102024-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Rating: 4.9, Count: 99, Reviews: 99",seller_id: 174280107; reputation_level: 5_green; power_seller_status: platinum; shipping_mode: me2; review_rate: 5; brand: HP; sku: MLBU1722511938; product_id: MLBU1722511938,2025-09-26T22:20:19.449198,True,99,4.9,0,0,0,0,0,True,8,0,0,0,0,0,0,extracao_detalhada,excelente,spider_scrapy,100.0,604761,200
